MeH,chrom,dis,pos,strand
0.0,1,14,76091,r
1.41421,1,16,76099,f
1.41421,1,35,76101,f
1.41421,1,35,76104,f
1.41421,1,27,76115,f
0.0,1,16,76100,r
0.0,1,35,76102,r
1.41421,1,35,76105,r
1.41421,1,27,76116,r
0.0,1,13,76136,f
0.0,1,21,76139,f
0.0,1,25,76142,f
0.0,1,24,76149,f
1.41421,1,13,76137,r
1.41421,1,21,76140,r
0.0,1,25,76143,r
0.0,1,24,76150,r
0.0,1,39,76160,f
0.0,1,38,76167,f
0.0,1,62,76173,f
0.0,1,47,76199,f
0.0,1,39,76161,r
1.41421,1,38,76168,r
1.41421,1,62,76174,r
0.0,1,47,76200,r
0.0,1,51,76205,f
0.0,1,26,76235,f
0.0,1,24,76246,f
0.0,1,26,76256,f
0.0,1,51,76206,r
0.0,1,26,76236,r
0.0,1,24,76247,r
0.0,1,26,76257,r
0.0,1,25,76261,f
0.0,1,21,76270,f
0.0,1,42,76282,f
0.0,1,41,76286,f
0.0,1,55,76291,f
0.0,1,24,76324,f
0.0,1,28,76327,f
0.0,1,20,76346,f
0.0,1,27,76348,f
0.0,1,31,76355,f
0.0,1,24,76366,f
0.0,1,20,76375,f
0.0,1,18,76386,f
0.0,1,19,76390,f
0.0,1,17,76395,f
0.0,1,26,76404,f
0.0,1,32,76409,f
0.0,1,32,76412,f
0.0,1,17,76430,f
0.0,1,31,76441,f
0.0,1,40,76444,f
0.0,1,50,76447,f
0.0,1,42,76472,f
0.0,1,56,76484,f
0.0,1,91,76497,f
0.0,1,95,76944,f
2.07567,1,59,77001,f
3.13642,1,170,77060,f
2.82602,1,21,77221,f
1.41421,1,130,77242,f
2.06149,1,26,77353,f
2.49769,1,23,77369,f
0.0,1,73,77613,r
0.0,1,49,77676,r
0.0,1,84,77680,r
0.0,1,84,77686,r
0.0,1,63,78142,r
0.0,1,17,78194,r
0.0,1,28,78202,r
0.0,1,34,78205,r
0.0,1,54,78211,r
0.0,1,54,78230,r
0.0,1,78,78239,r
0.0,1,95,80057,f
0.0,1,34,81705,f
0.0,1,48,81716,f
0.0,1,34,81706,r
0.0,1,48,81717,r
0.0,1,58,81736,r
0.0,1,58,81735,f
0.0,1,84,81739,f
0.0,1,108,81764,f
0.0,1,96,81793,f
0.0,1,124,82075,r
0.0,1,91,82119,r
0.0,1,62,82151,r
0.0,1,20,82199,r
0.0,1,72,82210,r
0.0,1,85,82213,r
0.0,1,100,82219,r
0.0,1,78,82282,r
0.0,1,80,82597,r
0.0,1,84,82601,r
0.0,1,36,82653,r
0.0,1,28,82677,r
0.0,1,128,82950,r
0.0,1,44,83059,r
0.0,1,49,83072,r
0.0,1,49,83071,f
0.0,1,66,83077,f
0.0,1,66,83078,r
0.0,1,44,83103,r
0.0,1,57,83121,r
0.0,1,49,83144,r
0.0,1,44,83102,f
0.0,1,57,83120,f
0.0,1,49,83143,f
0.0,1,52,83147,r
0.0,1,63,83178,r
0.0,1,53,83193,r
0.0,1,51,83199,r
0.0,1,27,83241,r
0.0,1,27,83246,r
0.0,1,59,83250,r
0.0,1,80,83268,r
0.0,1,86,83273,r
1.41421,1,76,83309,r
1.41421,1,39,83348,r
1.41421,1,41,83359,r
1.41421,1,20,83385,r
0.0,1,33,83387,r
0.0,1,43,83400,r
0.0,1,52,83511,r
1.41421,1,97,83442,f
1.41421,1,56,83501,f
0.0,1,52,83510,f
0.0,1,36,83539,f
0.0,1,36,83540,r
0.0,1,25,83558,r
0.0,1,53,83563,r
0.0,1,54,83576,r
0.0,1,25,83557,f
0.0,1,53,83562,f
0.0,1,57,83583,r
0.0,1,36,83616,r
0.0,1,48,83630,r
0.0,1,58,83640,r
1.41421,1,86,83904,f
0.0,1,86,83905,r
0.0,1,51,83963,r
0.0,1,46,83973,r
0.0,1,35,83991,r
1.41421,1,51,83962,f
1.41421,1,46,83972,f
0.0,1,35,83990,f
0.0,1,25,84013,f
0.0,1,25,84014,r
0.0,1,42,84019,r
0.0,1,56,84026,r
0.0,1,56,84039,r
0.0,1,42,84018,f
0.0,1,56,84025,f
0.0,1,48,84061,r
0.0,1,102,84082,r
0.0,1,117,84095,r
0.0,1,106,84109,r
0.0,1,50,84184,r
0.0,1,33,84212,r
0.0,1,32,84215,r
0.0,1,27,84234,r
0.0,1,24,84245,r
0.0,1,40,84247,r
0.0,1,36,84261,r
0.0,1,42,84269,r
0.0,1,42,84268,f
0.0,1,42,84286,f
0.0,1,42,84287,r
0.0,1,50,84297,r
0.0,1,46,84311,r
0.0,1,31,84329,r
0.0,1,50,84296,f
1.41421,1,46,84310,f
1.41421,1,31,84328,f
1.41421,1,18,84346,f
0.0,1,18,84347,r
0.0,1,12,84357,r
0.0,1,45,84360,r
0.0,1,56,84365,r
1.41421,1,12,84356,f
0.0,1,45,84359,f
0.0,1,56,84364,f
0.0,1,58,84368,f
0.0,1,58,84369,r
0.0,1,28,84405,r
0.0,1,19,84421,r
0.0,1,17,84427,r
0.0,1,28,84404,f
0.0,1,19,84420,f
0.0,1,17,84426,f
0.0,1,25,84432,f
0.0,1,25,84433,r
0.0,1,44,84440,r
0.0,1,53,84444,r
0.0,1,62,84458,r
0.0,1,44,84439,f
0.0,1,53,84443,f
0.0,1,62,84457,f
0.0,1,46,84483,f
0.0,1,46,84484,r
0.0,1,43,84497,r
0.0,1,27,84520,r
0.0,1,39,84530,r
0.0,1,43,84496,f
0.0,1,27,84519,f
0.0,1,39,84529,f
0.0,1,36,84539,f
0.0,1,36,84540,r
0.0,1,42,84547,r
0.0,1,71,84569,r
0.0,1,87,84576,r
0.0,1,42,84546,f
0.0,1,71,84568,f
0.0,1,87,84575,f
0.0,1,84,84588,f
0.0,1,47,84639,f
0.0,1,27,84662,f
0.0,1,43,84672,f
0.0,1,38,84686,f
0.0,1,52,84689,f
0.0,1,59,84715,f
0.0,1,53,84724,f
0.0,1,114,84741,f
0.0,1,122,85469,r
0.0,1,111,85537,r
1.41421,1,65,86727,f
1.41421,1,41,86763,f
0.0,1,118,86646,r
0.0,1,66,86722,r
1.41421,1,65,86728,r
1.41421,1,41,86764,r
0.0,1,29,86787,f
0.0,1,27,86792,f
0.0,1,34,86804,f
0.0,1,33,86816,f
1.41421,1,29,86788,r
1.41421,1,27,86793,r
1.41421,1,34,86805,r
1.41421,1,33,86817,r
0.0,1,32,86819,f
0.0,1,29,86838,f
0.0,1,26,86849,f
0.0,1,37,86851,f
0.0,1,32,86820,r
0.0,1,29,86839,r
0.0,1,26,86850,r
0.0,1,37,86852,r
0.0,1,24,86867,f
0.0,1,19,86875,f
1.41421,1,12,86888,f
1.41421,1,12,86891,f
0.0,1,24,86868,r
0.0,1,19,86876,r
0.0,1,12,86889,r
0.0,1,12,86892,r
1.41421,1,19,86894,f
1.41421,1,22,86900,f
0.0,1,32,86903,f
0.0,1,32,86913,f
0.0,1,19,86895,r
0.0,1,22,86901,r
0.0,1,32,86904,r
0.0,1,32,86914,r
0.0,1,26,86922,f
0.0,1,19,86935,f
0.0,1,22,86945,f
0.0,1,27,86948,f
0.0,1,26,86923,r
0.0,1,19,86936,r
0.0,1,22,86946,r
0.0,1,27,86949,r
0.0,1,26,86954,f
0.0,1,23,86967,f
0.0,1,24,86975,f
0.0,1,31,86980,f
0.0,1,26,86955,r
0.0,1,23,86968,r
0.0,1,24,86976,r
0.0,1,31,86981,r
0.0,1,24,86990,f
0.0,1,27,86999,f
0.0,1,18,87011,f
0.0,1,24,87014,f
0.0,1,24,86991,r
0.0,1,27,87000,r
1.41421,1,18,87012,r
1.41421,1,24,87015,r
0.0,1,15,87026,f
0.0,1,20,87029,f
0.0,1,21,87038,f
0.0,1,26,87041,f
1.41421,1,15,87027,r
1.41421,1,20,87030,r
0.0,1,21,87039,r
0.0,1,26,87042,r
0.0,1,25,87049,f
0.0,1,21,87059,f
0.0,1,24,87067,f
0.0,1,30,87074,f
0.0,1,25,87050,r
0.0,1,21,87060,r
0.0,1,24,87068,r
0.0,1,30,87075,r
0.0,1,37,87080,f
0.0,1,35,87091,f
0.0,1,39,87104,f
0.0,1,36,87117,f
0.0,1,37,87081,r
0.0,1,35,87092,r
0.0,1,39,87105,r
0.0,1,36,87118,r
0.0,1,42,87127,r
0.0,1,28,87144,r
0.0,1,42,87126,f
0.0,1,38,87890,f
0.0,1,50,87893,f
0.0,1,39,87917,f
0.0,1,64,87928,f
0.0,1,63,87943,f
0.0,1,64,87956,f
2.0,1,52,88029,r
2.44949,1,22,88065,r
2.44949,1,19,88071,r
2.82843,1,20,88081,r
0.0,1,30,88089,f
2.82843,1,30,88087,r
2.44949,1,30,88090,r
2.44949,1,27,88101,r
2.44949,1,23,88117,r
0.0,1,27,88100,f
0.0,1,23,88116,f
0.0,1,32,88119,f
0.0,1,137,88127,f
2.44949,1,32,88120,r
0.0,1,187,88828,f
0.0,1,78,88954,f
0.0,1,50,89010,f
0.0,1,48,89015,f
0.0,1,91,89428,r
0.0,1,94,89459,r
0.0,1,91,89427,f
0.0,1,94,89458,f
2.84213,1,68,89817,f
3.07766,1,54,89866,f
1.41421,1,150,90030,f
1.41421,1,49,90134,f
0.0,1,87,91527,f
0.0,1,88,91733,r
0.0,1,88,91732,f
0.0,1,40,91785,f
0.0,1,40,91786,r
0.0,1,45,91793,r
0.0,1,24,91821,r
0.0,1,31,91826,r
0.0,1,45,91792,f
0.0,1,24,91820,f
1.41421,1,31,91825,f
1.41421,1,34,91837,f
0.0,1,34,91838,r
1.41421,1,45,91845,r
1.41421,1,43,91857,r
0.0,1,41,91872,r
1.41421,1,45,91844,f
1.41421,1,43,91856,f
0.0,1,41,91871,f
0.0,1,26,91889,f
0.0,1,26,91890,r
0.0,1,20,91900,r
0.0,1,12,91913,r
0.0,1,18,91916,r
0.0,1,20,91899,f
0.0,1,12,91912,f
0.0,1,18,91915,f
0.0,1,43,91919,f
0.0,1,43,91920,r
0.0,1,60,91925,r
0.0,1,56,91934,r
0.0,1,51,91963,r
0.0,1,60,91924,f
0.0,1,56,91933,f
0.0,1,51,91962,f
0.0,1,44,91984,f
1.41421,1,43,91989,f
1.41421,1,54,92013,f
0.0,1,124,92028,f
0.0,1,44,91985,r
0.0,1,43,91990,r
0.0,1,54,92014,r
5.68479,1,73,92817,f
1.41421,1,81,93326,f
1.64301,1,107,93692,f
2.84334,1,68,93740,f
6.87953,1,78,93754,f
12.48576,1,36,93799,f
7.36071,1,92,93808,f
6.33164,1,150,93832,f
4.94554,1,157,93835,f
5.52627,1,126,93900,f
4.82412,1,98,94411,f
2.74344,1,104,94416,f
5.55351,1,102,94521,r
7.65582,1,24,94610,f
8.68228,1,24,94611,r
9.35165,1,99,94614,r
7.03519,1,157,94623,r
5.89222,1,99,94613,f
3.38006,1,57,94993,r
3.43073,1,57,94992,f
2.17989,1,53,95015,f
2.74464,1,53,95016,r
3.30274,1,65,95192,f
5.72244,1,23,95241,f
4.98059,1,27,95248,f
3.85515,1,40,95257,f
1.7848,1,42,95264,f
1.41421,1,75,95275,f
0.0,1,95,95297,f
0.0,1,81,95667,f
0.0,1,98,95673,f
0.0,1,81,95668,r
0.0,1,98,95674,r
0.0,1,101,95708,r
0.0,1,73,95749,r
0.0,1,101,95707,f
0.0,1,73,95748,f
0.0,1,78,95771,f
0.0,1,44,95808,f
0.0,1,78,95772,r
0.0,1,49,95822,r
0.0,1,49,95850,r
0.0,1,49,95821,f
0.0,1,53,95853,r
1.41421,1,62,95871,r
1.41421,1,56,95899,r
1.41421,1,55,95906,r
0.0,1,41,95933,r
0.0,1,40,95955,r
0.0,1,37,95961,r
0.0,1,124,96078,r
0.0,1,132,96142,r
0.0,1,159,96157,r
0.0,1,78,96676,r
0.0,1,84,96690,r
0.0,1,58,96736,r
0.0,1,84,96689,f
0.0,1,42,96754,r
0.0,1,40,96774,r
0.0,1,22,96794,r
1.41421,1,75,96796,r
0.0,1,40,96773,f
0.0,1,75,96795,f
1.41421,1,72,96814,r
1.41421,1,100,96816,r
0.0,1,47,96871,r
0.0,1,48,96886,r
0.0,1,32,97093,f
0.0,1,63,97104,f
0.0,1,84,97122,f
0.0,1,102,97125,f
1.41421,1,82,97514,f
1.41421,1,17,97584,f
1.41421,1,33,97591,f
1.41421,1,46,97596,f
0.0,1,53,97601,f
0.0,1,48,97624,f
0.0,1,60,97642,f
0.0,1,73,97654,f
0.0,1,64,97672,f
0.0,1,91,97702,f
0.0,1,79,97736,f
1.41421,1,72,97988,f
1.41421,1,82,98032,f
2.96839,1,138,98114,f
0.0,1,89,98968,f
0.0,1,114,98983,f
0.0,1,125,99017,f
0.0,1,76,99328,f
0.0,1,76,99329,r
0.0,1,77,99368,r
0.0,1,77,99367,f
0.0,1,116,99375,f
1.41421,1,33,99756,f
1.41421,1,85,99765,f
2.11399,1,100,99768,f
1.87366,1,91,99789,f
1.41421,1,78,99850,f
0.0,1,98,99868,f
0.0,1,91,99790,r
0.0,1,90,99880,f
0.0,1,44,99928,f
0.0,1,14,99966,f
0.0,1,81,99970,f
3.70369,2,15,1007,r
3.63544,2,21,1010,r
3.65366,2,21,1019,r
2.0,2,21,1009,f
2.97318,2,21,1018,f
4.04363,2,29,1021,f
3.78798,2,34,1030,f
3.63346,2,29,1022,r
6.79465,2,34,1031,r
7.85441,2,42,1040,r
11.12146,2,35,1051,r
2.86393,2,42,1039,f
3.00789,2,35,1050,f
2.85989,2,27,1064,f
3.59758,2,18,1081,f
7.49697,2,27,1065,r
7.27874,2,18,1082,r
6.99056,2,17,1086,r
8.03642,2,20,1092,r
4.21516,2,17,1085,f
5.05546,2,20,1091,f
6.07307,2,23,1099,f
7.53185,2,31,1102,f
8.5341,2,23,1100,r
8.87953,2,31,1103,r
6.58497,2,39,1112,r
7.01342,2,31,1123,r
4.89803,2,39,1111,f
5.49091,2,31,1122,f
5.52093,2,24,1133,f
5.15038,2,13,1150,f
5.25455,2,24,1134,r
5.24433,2,13,1151,r
4.57932,2,18,1154,r
4.46628,2,17,1158,r
4.61369,2,18,1153,f
4.01304,2,17,1157,f
3.17337,2,20,1163,f
3.29723,2,15,1171,f
4.27426,2,20,1164,r
3.89166,2,15,1172,r
3.27683,2,21,1175,r
4.46139,2,21,1184,r
3.63198,2,21,1174,f
3.26921,2,21,1183,f
2.62063,2,29,1186,f
2.32373,2,34,1195,f
4.05141,2,29,1187,r
2.7536,2,34,1196,r
4.00559,2,31,1205,r
5.09085,2,31,1216,r
3.20795,2,31,1204,f
3.6168,2,31,1215,f
4.26647,2,34,1229,f
3.32474,2,31,1235,f
4.49517,2,34,1230,r
4.66597,2,31,1236,r
4.63915,2,24,1247,r
4.5571,2,13,1264,r
5.66653,2,24,1246,f
4.68716,2,13,1263,f
5.74582,2,18,1266,f
5.14083,2,17,1270,f
6.87176,2,18,1267,r
5.67983,2,17,1271,r
6.70247,2,20,1277,r
7.28469,2,23,1285,r
5.50208,2,20,1276,f
7.31756,2,23,1284,f
7.83489,2,31,1287,f
5.43302,2,39,1296,f
7.11271,2,31,1288,r
6.22602,2,39,1297,r
5.91885,2,31,1308,r
4.71022,2,24,1319,r
5.89081,2,31,1307,f
5.18842,2,24,1318,f
4.9334,2,13,1335,f
4.29926,2,18,1338,f
4.58461,2,13,1336,r
4.95311,2,18,1339,r
4.12613,2,17,1343,r
4.97102,2,20,1349,r
4.31789,2,17,1342,f
3.11839,2,20,1348,f
3.20941,2,15,1356,f
3.06897,2,21,1359,f
4.97198,2,15,1357,r
4.40102,2,21,1360,r
3.70974,2,21,1369,r
3.69712,2,29,1372,r
2.76487,2,21,1368,f
3.50558,2,29,1371,f
3.3837,2,34,1380,f
4.14571,2,31,1389,f
4.05307,2,34,1381,r
4.68231,2,31,1390,r
5.60628,2,31,1401,r
5.80526,2,34,1415,r
3.91132,2,31,1400,f
4.79902,2,34,1414,f
4.97782,2,31,1420,f
5.1858,2,30,1431,f
6.26799,2,31,1421,r
5.02443,2,30,1432,r
5.35481,2,24,1449,r
5.29233,2,25,1452,r
5.66378,2,24,1448,f
5.58474,2,25,1451,f
6.30929,2,21,1461,f
6.22202,2,18,1472,f
5.6876,2,21,1462,r
5.71361,2,18,1473,r
5.54193,2,17,1477,r
4.86053,2,20,1483,r
7.44274,2,17,1476,f
5.8755,2,20,1482,f
4.74425,2,16,1490,f
4.41903,2,21,1493,f
4.3329,2,16,1491,r
4.35209,2,21,1494,r
4.56522,2,31,1503,r
5.11173,2,38,1507,r
5.19739,2,31,1502,f
3.9854,2,38,1506,f
4.23193,2,65,1514,f
6.49997,2,65,1515,r
8.1345,2,121,1807,r
6.07926,2,36,1905,r
6.00424,2,121,1806,f
4.9161,2,36,1904,f
4.40054,2,22,1922,f
4.41033,2,30,1927,f
5.47895,2,22,1923,r
7.36947,2,30,1928,r
6.93156,2,24,1941,r
5.68829,2,25,1945,r
4.3669,2,24,1940,f
4.54728,2,25,1944,f
4.79474,2,23,1957,f
4.94104,2,20,1964,f
4.47584,2,23,1958,r
5.05635,2,20,1965,r
5.18646,2,19,1970,r
5.15651,2,12,1981,r
4.73605,2,19,1969,f
3.78399,2,12,1980,f
3.77025,2,11,1984,f
3.78268,2,16,1988,f
4.6626,2,11,1985,r
4.3133,2,16,1989,r
4.4442,2,15,1993,r
4.44171,2,25,1996,r
3.81055,2,15,1992,f
3.63857,2,25,1995,f
3.55454,2,19,2004,f
3.813,2,25,2007,f
4.88827,2,19,2005,r
5.75766,2,25,2008,r
5.11034,2,15,2021,r
5.2619,2,16,2024,r
3.68665,2,15,2020,f
4.0678,2,16,2023,f
4.30815,2,26,2032,f
4.59716,2,43,2035,f
5.25689,2,26,2033,r
6.84081,2,43,2036,r
6.12901,2,58,2040,r
5.32381,2,42,2059,r
5.7979,2,58,2039,f
6.93673,2,42,2058,f
6.24986,2,44,2078,f
6.40709,2,46,2097,f
5.91592,2,44,2079,r
7.96196,2,46,2098,r
7.28749,2,48,2101,r
6.62997,2,37,2123,r
6.01143,2,48,2100,f
4.88703,2,37,2122,f
4.71434,2,19,2143,f
5.08236,2,28,2148,f
5.85364,2,19,2144,r
6.16444,2,28,2149,r
6.25967,2,38,2160,r
6.096,2,57,2163,r
5.08907,2,38,2159,f
6.83617,2,57,2162,f
6.6157,2,56,2176,f
5.10044,2,44,2197,f
7.38982,2,56,2177,r
5.59531,2,44,2198,r
4.96705,2,43,2220,r
6.15708,2,46,2233,r
4.97442,2,43,2219,f
4.3611,2,46,2232,f
4.52419,2,53,2241,f
4.97607,2,45,2262,f
5.89462,2,53,2242,r
5.10833,2,45,2263,r
4.23604,2,42,2279,r
4.29429,2,43,2295,r
5.32517,2,42,2278,f
5.44451,2,43,2294,f
4.69411,2,33,2307,f
4.08416,2,23,2320,f
3.83252,2,33,2308,r
3.66333,2,23,2321,r
4.15724,2,19,2338,r
4.53864,2,52,2341,r
4.76281,2,19,2337,f
4.71775,2,52,2340,f
4.54478,2,60,2343,f
3.93381,2,56,2356,f
4.61883,2,60,2344,r
4.46033,2,56,2357,r
4.28847,2,27,2393,r
4.84214,2,20,2404,r
4.22313,2,27,2392,f
3.906,2,20,2403,f
3.55742,2,19,2412,f
4.47335,2,32,2419,f
5.08744,2,19,2413,r
5.14957,2,32,2420,r
5.70753,2,38,2424,r
5.25575,2,47,2432,r
4.71561,2,38,2423,f
5.08583,2,47,2431,f
5.57422,2,34,2451,f
6.32392,2,42,2461,f
6.28084,2,34,2452,r
7.21297,2,42,2462,r
6.85727,2,39,2479,r
6.11085,2,42,2486,r
6.97805,2,39,2478,f
6.69808,2,42,2485,f
6.19465,2,38,2503,f
5.49178,2,37,2517,f
5.40525,2,38,2504,r
5.28182,2,37,2518,r
5.83896,2,37,2528,r
5.62382,2,39,2542,r
5.02372,2,37,2527,f
4.31585,2,39,2541,f
5.59172,2,38,2554,f
5.07029,2,37,2564,f
5.01457,2,38,2555,r
4.48873,2,37,2565,r
4.02657,2,41,2581,r
3.16919,2,32,2593,r
5.02429,2,41,2580,f
4.20402,2,32,2592,f
5.28463,2,40,2601,f
6.42085,2,41,2621,f
4.12933,2,40,2602,r
4.11657,2,41,2622,r
3.54895,2,53,2625,r
4.78718,2,41,2642,r
5.90839,2,53,2624,f
4.35214,2,41,2641,f
4.48711,2,57,2662,f
4.62108,2,50,2677,f
4.95635,2,57,2663,r
4.86602,2,50,2678,r
4.66264,2,52,2683,r
4.68095,2,32,2720,r
4.97522,2,52,2682,f
4.84006,2,32,2719,f
5.21243,2,44,2727,f
5.78067,2,54,2734,f
5.34269,2,44,2728,r
6.17797,2,54,2735,r
6.55588,2,44,2752,r
6.61933,2,42,2772,r
6.13955,2,44,2751,f
6.89764,2,42,2771,f
6.61944,2,39,2788,f
6.52834,2,42,2795,f
6.04859,2,39,2789,r
6.03563,2,42,2796,r
6.21017,2,38,2814,r
5.30164,2,37,2828,r
5.7404,2,38,2813,f
5.91828,2,37,2827,f
5.51143,2,37,2837,f
5.71702,2,39,2851,f
4.58938,2,37,2838,r
5.04656,2,39,2852,r
4.51938,2,31,2865,r
4.66212,2,37,2875,r
5.15343,2,31,2864,f
5.25865,2,37,2874,f
4.95693,2,41,2890,f
5.9908,2,56,2895,f
4.56692,2,41,2891,r
4.15043,2,56,2896,r
5.56643,2,61,2912,r
4.14098,2,56,2932,r
6.60415,2,61,2911,f
5.97955,2,56,2931,f
6.24613,2,41,2951,f
6.93491,2,57,2972,f
3.62961,2,41,2952,r
3.89898,2,57,2973,r
3.83716,2,50,2988,r
4.63495,2,52,2993,r
5.84116,2,50,2987,f
5.26491,2,52,2992,f
5.74389,2,32,3029,f
6.64326,2,44,3037,f
5.52909,2,32,3030,r
5.61012,2,44,3038,r
6.48457,2,54,3045,r
6.76334,2,44,3062,r
6.89654,2,54,3044,f
7.30737,2,44,3061,f
7.09671,2,42,3081,f
7.01975,2,39,3098,f
5.6928,2,42,3082,r
6.91862,2,39,3099,r
6.63208,2,43,3106,r
5.0458,2,27,3124,r
7.55366,2,43,3105,f
6.13103,2,27,3123,f
4.7314,2,21,3137,f
4.80519,2,27,3148,f
3.87512,2,21,3138,r
5.14307,2,27,3149,r
4.53681,2,29,3151,r
4.63498,2,40,3159,r
5.85932,2,29,3150,f
6.23553,2,40,3158,f
5.88203,2,32,3175,f
4.97951,2,45,3179,f
4.55874,2,32,3176,r
4.34195,2,45,3180,r
3.15709,2,52,3199,r
4.38409,2,47,3208,r
4.52631,2,52,3198,f
5.57881,2,47,3207,f
5.95739,2,33,3224,f
5.69622,2,22,3250,f
4.71911,2,33,3225,r
4.72107,2,22,3251,r
5.7746,2,33,3255,r
6.1982,2,45,3258,r
4.73338,2,33,3254,f
5.76791,2,45,3257,f
5.2162,2,32,3272,f
5.27293,2,22,3287,f
6.47061,2,32,3273,r
5.73685,2,22,3288,r
5.77172,2,43,3303,r
7.24922,2,45,3305,r
5.41775,2,43,3302,f
5.8217,2,45,3304,f
4.40545,2,48,3309,f
3.8182,2,16,3345,f
6.68193,2,48,3310,r
5.21505,2,16,3346,r
5.51026,2,25,3350,r
6.40123,2,31,3358,r
3.44253,2,25,3349,f
3.89226,2,31,3357,f
5.03918,2,73,3361,f
4.4013,2,62,3374,f
5.78378,2,73,3362,r
5.86176,2,62,3375,r
5.2547,2,60,3389,r
6.12945,2,25,3435,r
4.25174,2,60,3388,f
4.52339,2,25,3434,f
4.86805,2,38,3436,f
4.76753,2,29,3448,f
8.02008,2,38,3437,r
7.31385,2,29,3449,r
6.64042,2,33,3460,r
4.76323,2,24,3475,r
4.94842,2,33,3459,f
4.50252,2,24,3474,f
4.6391,2,39,3477,f
5.00519,2,43,3492,f
5.34964,2,39,3478,r
6.37622,2,43,3493,r
6.43938,2,50,3499,r
5.58833,2,38,3517,r
4.72366,2,50,3498,f
4.19449,2,38,3516,f
4.17592,2,31,3535,f
3.89904,2,21,3548,f
5.75483,2,31,3536,r
6.39452,2,21,3549,r
5.88409,2,23,3555,r
5.10448,2,27,3567,r
4.31199,2,23,3554,f
4.93011,2,27,3566,f
4.39945,2,38,3569,f
4.81805,2,37,3577,f
6.35036,2,38,3570,r
5.52832,2,37,3578,r
5.59056,2,35,3594,r
5.53446,2,33,3608,r
4.48013,2,35,3593,f
4.19745,2,33,3607,f
6.19277,2,48,3614,f
7.71274,2,51,3628,f
6.43753,2,48,3615,r
7.535,2,51,3629,r
7.23087,2,50,3641,r
5.23177,2,34,3663,r
7.30925,2,50,3640,f
5.7687,2,34,3662,f
4.85377,2,96,3679,f
4.95236,2,96,3680,r
2.56323,2,78,3776,r
6.56925,2,78,3775,f
5.49699,2,79,3796,f
4.60452,2,44,3845,f
3.32926,2,79,3797,r
5.44758,2,52,3853,f
4.63839,2,51,3875,f
4.63516,2,40,3889,f
4.71171,2,26,3905,f
3.85444,2,16,3926,f
3.29855,2,39,3929,f
4.12749,2,40,3931,f
7.42967,2,55,4031,r
8.95488,2,72,3998,f
6.10574,2,55,4030,f
4.57627,2,28,4063,f
3.73243,2,41,4070,f
7.00202,2,28,4064,r
6.45227,2,41,4071,r
5.30849,2,55,4086,r
4.81353,2,51,4092,r
5.23765,2,55,4085,f
4.59955,2,51,4091,f
